"ExhibitionID","ExhTitle","ExhibEndDate","ExhibBeginYear","ExhibEndYear","Textblock","WaltersArtworks"
"2704","Jewelry from the Walters Art Gallery and the Zucker Family Collection","11/10/1987"," 1987","1987","Jewelry from the Walters Art Gallery and the Zucker Family Collection. The Walters Art Gallery, Baltimore. 1987.","222|699|720|964|1264|1571|1811|1919|2004|2088|2520|2602|2635|2724|2826|3439|3490|3818|4506|4539|4650|4664|4768|4924|5299|5355|5578|5902|5973|6038|6128|6330|7184|7316|7523|8259|8375|9118|9322|9606|9633|9680|9977|10056|10460|10823|11096|11302|11357|11456|11727|11791|12049|12411|12613|12633|13155|13558|13569|13743|13833|13949|14225|14331|14857|15250|15322|15513|15820|16084|16671|16907|16948|17181|17336|17438|18085|18498|18632|18802|18808|18878|19177|19378|19706|20013|20160|20254|20910|21214|21315|21359|21727|22006|22276|22838|22932|22964|23155|23250|23252|23641|23964|23987|24037|24108|24229|24249|24332|24508|24675|24789|24908|25146|25440|25740|26058|26233|26264|26431|26563|26902|27121|27392|27535|27721|28215|28412|28425|28581|28705|28885|28940|29079|29372|29810|29832|29870|30032|30170|30364|30511|30663|31052|31183|31558|31590|31706|31827|31850|32054|32078|32150|32356|32464|32465|32771|32806|32841|32843|32965|33075|33335|34292|34400|34601|34749|34772|34842|35055|35378|36076|36296|36446|36509|36965|37073|37076|372"
"111","Real People in the Middle Ages: Donor Portraits in Illuminated Manuscripts","14/6/1987"," 1987","1987","Real People in the Middle Ages: Donor Portraits in Illuminated Manuscripts. The Walters Art Gallery, Baltimore. 1987.","6315|8488|13086|16453|17581|24553|24994|25556|25688|26234|28483|28538|30052|31025|31958|33303|34048|38784|39283|77772|78474"
"70","Enemies of Books: The Mutilation of Manuscripts","15/11/1987"," 1987","1987","Enemies of Books: The Mutilation of Manuscripts. The Walters Art Gallery, Baltimore. 1987.","18971"
"100","O Sing Unto the Lord a New Song: Music Manuscripts from the Middle Ages","5/4/1987"," 1987","1987","O Sing Unto the Lord a New Song: Music Manuscripts from the Middle Ages. The Walters Art Gallery, Baltimore. 1987.","6209|6433|16800|16967|28205|30095|38678|39308|40230|78126"
"2054","Objects of Adornment: Five Thousand Years of Jewelry from the Walters Art Gallery, Baltimore","3/5/1987"," 1984","1987","Objects of Adornment: Five Thousand Years of Jewelry from the Walters Art Gallery, Baltimore. Cooper-Hewitt National Design Museum, New York; Chrysler Museum of Art, Norfolk; Carnegie Museum of Art, Pittsburgh; San Antonio Museum of Art, San Antonio; Philbrook Museum of Art, Tulsa; Honolulu Academy of Arts, Honolulu; New Orleans Museum of Art, New Orleans; Milwaukee Art Museum, Milwaukee; Minneapolis Institute of Art, Minneapolis; Toledo Museum of Art, Toledo; The John and Mable Ringling Museum of Art, Sarasota. 1984-1987.","222|699|720|964|1264|1571|1811|1919|2004|2088|2520|2602|2635|2724|2826|3439|3490|3818|4506|4539|4650|4664|4768|4924|5299|5355|5578|5902|5973|6038|6128|6330|7184|7316|7523|8259|8375|9118|9322|9606|9633|9680|9977|10056|10460|10823|11096|11302|11357|11456|11727|11791|12049|12411|12613|12633|13155|13558|13569|13743|13833|13949|14225|14331|14857|15250|15322|15513|15820|16084|16671|16907|16948|17181|17336|17438|18085|18498|18632|18802|18808|18878|19177|19378|19706|20013|20160|20254|20910|21214|21315|21359|21727|22006|22276|22838|22932|22964|23155|23250|23252|23641|23964|23987|24037|24108|24229|24249|24332|24508|24675|24789|24908|25146|25440|25740|26058|26233|26264|26431|26563|26902|27121|27392|27535|27721|28215|28412|28425|28581|28705|28885|28940|29079|29372|29810|29832|29870|30032|30170|30364|30511|30663|31052|31183|31558|31590|31706|31827|31850|32054|32078|32150|32356|32464|32465|32771|32806|32841|32843|32965|33075|33335|34292|34400|34601|34749|34772|34842|35055|35378|36076|36296|36446|36509|36965|37073|37076|372"
"2430","Puer Natus Est : The Christmas Story in Medieval Manuscripts","18/1/1987"," 1986","1987","Puer Natus Est : The Christmas Story in Medieval Manuscripts. The Walters Art Gallery, Baltimore. 1986-1987.","272|780|14084|15178|15371|17166|17377|18640|19300|19506|30249|31005|31958|36136|38343|39264|78378"
"2703","American Drawings from the Walters Art Gallery","5/4/1987"," 1987","1987","American Drawings from the Walters Art Gallery. The Walters Art Gallery, Baltimore. 1987.","334|3484|12357|14285|18408|19454|21007|21470|21891|24607|26768|28499|28721|30083|32108|32861|33672|34423|36370|39324|40457"
"2377","Death and Dying in the Middle Ages","30/8/1987"," 1987","1987","Death and Dying in the Middle Ages. The Walters Art Gallery, Baltimore. 1987.","636|800|1138|4040|6193|7348|12299|18253|22453|24396|24553|27297|31958|35964"
"107","The Four Seasons","4/5/1986"," 1986","1986","The Four Seasons. The Walters Art Gallery, Baltimore. 1986.","2799|3307|5724|7308|9286|12111|13014|13358|15497|19506|22055|26886|28153|28630|29742|30636|31005|31305|33400|33949"
"2016","Byzantine Gold: Illumination in Greek Manuscripts","21/9/1986"," 1986","1986","Byzantine Gold: Illumination in Greek Manuscripts. The Walters Art Gallery, Baltimore. 1986.","1548|3906|4890|6871|14546|14890|17176|18700|18890|20337|22059|30297|32763|33493|35291|37352|39203|39452"
"2699","Silver Treasure from Early Byzantium","17/8/1986"," 1986","1986","Silver Treasure from Early Byzantium. The Walters Art Gallery, Baltimore. 1986.","599|5062|5228|6417|8248|9463|9957|10850|11223|13268|16319|17709|19096|21703|23760|23798|27239|27263|29857|31535|31726|33332|34501|34791|35353|36145|36298|38222|39696"
"2696","Art Nouveau Jewelry by Rene Lalique: Masterpieces from the Calouste Culbenkian Museum, Lisbon, and United States Collections","18/8/1986"," 1985","1986","Art Nouveau Jewelry by Rene Lalique: Masterpieces from the Calouste Culbenkian Museum, Lisbon, and United States Collections. The Walters Art Gallery, Baltimore; Virginia Museum of Fine Arts, Richmond; Kimbell Art Museum, Fort Worth; Los Angeles County Museum of Art, Los Angeles. 1985-1986.","12197"
"2390","Jewish Heroes in Christian Books","13/7/1986"," 1986","1986","Jewish Heroes in Christian Books. The Walters Art Gallery, Baltimore. 1986.","4409|5136|9283|15540|19254|24352|24553|26909|27716|31026|39166|78478"
"2405","The Naked and the Nude","23/11/1986"," 1986","1986","The Naked and the Nude. The Walters Art Gallery, Baltimore. 1986.","2767|6071|7525|13014|16127|17574|17846|18120|18437|19717|21031|22818|24994|26401|30095|30286|78253"
"2872","Text and Image: Medieval Book Illustration","23/3/1986"," 1986","1986","Text and Image: Medieval Book Illustration. The Walters Art Gallery, Baltimore. 1986.","3104|6775|8431|8954|17098|17792|17893|25361|32186|32220|32774|33912|34785"
"2873","Saints and Their Symbols","9/2/1986"," 1985","1986","Saints and Their Symbols. The Walters Art Gallery, Baltimore. 1985-1986.","636|5099|6902|7942|8496|11977|12959|15178|19506|20669|24994|25556|28811|31958|32840|34385|36127|38593|39264|39308|40216|77739"
"2020","Manuscripts and Facsimiles","15/12/1985"," 1985","1985","Manuscripts and Facsimiles. The Walters Art Gallery, Baltimore. 1985.","1171|10376|10729|10829|26886|27716|33053|34546"
"2289","Illuminated Manuscripts: Masterpieces in Miniature","13/1/1985"," 1984","1985","Illuminated Manuscripts: Masterpieces in Miniature. The Walters Art Gallery, Baltimore. 1984-1985.","142|587|599|780|800|877|914|995|1501|1528|1700|1759|1831|1929|1971|1984|1989|2162|2209|2494|2644|2733|2767|2830|3094|3234|3294|3327|3536|3569|3738|3836|3915|4017|4040|4103|4156|4409|4850|4890|5036|5178|5313|5462|5505|5599|5729|5748|5888|5946|5998|6071|6315|6348|6402|6483|6633|6775|6785|6871|6994|7005|7045|7066|7525|7538|7997|8054|8097|8115|8341|8431|8496|8816|8954|9015|9218|9419|9463|9649|9894|10604|10715|10729|11817|11860|12111|12237|12381|12484|12654|12738|12953|13013|13014|13018|13279|13306|13358|13392|13576|13800|14102|14311|14346|14445|14487|14563|14573|14619|14743|15318|15369|15371|15523|15540|15748|15893|16027|16326|16452|16453|16467|16689|16763|16897|17090|17289|17426|17490|17493|17553|17581|17584|17609|17709|17726|17846|17893|18018|18172|18437|18629|18890|18912|18965|18970|18971|18978|19057|19094|19364|19629|19816|19874|19908|19912|20181|20202|20256|20337|20481|20485|20814|20837|20889|20912|20980|21340|21368|21475|21533|22188|22245|22301|22453|22506|22818|23669|23798|24116|24196|24336|24521|24777|249"
"2691","Reliquaries and Ritual: Medieval Objects of Devotion","22/1/1985"," 1984","1985","Reliquaries and Ritual: Medieval Objects of Devotion. The Walters Art Gallery, Baltimore. 1984-1985.","464|1458|3732|7155|7186|8507|12489|14177|14654|14901|16102|16308|21139|21979|22284|24165|25190|26101|27701|29555|31190|31506|33139|34489|35007|38431"
"753","Master Potters of Japan","17/6/1984"," 1984","1984","Master Potters of Japan. The Walters Art Gallery, Baltimore. 1984.","6259|7838|12218|12430|15160|16006|16302|22026|26550|31697|32064|38097|38482"
"2165","Alfred Jacob Miller: Watercolors and Drawings","16/9/1984"," 1984","1984","Alfred Jacob Miller: Watercolors and Drawings. The Walters Art Gallery, Baltimore. 1984.","382|1082|2077|2968|4380|4617|4782|5881|8366|9087|9725|9784|10092|10179|11113|11514|11653|11975|12437|12521|13253|13431|14216|16337|18986|19020|20579|20824|21821|23227|23709|24572|25156|25958|27561|29924|31614|31932|32214|32858|33820|35542|36557|37989|38177|39256|39977|40256"
"2490","The Art of Everyday Life: 19th Century Genre Paintings and Drawings from the Permanent Collection","8/1/1984"," 1983","1984","The Art of Everyday Life: 19th Century Genre Paintings and Drawings from the Permanent Collection. The Walters Art Gallery, Baltimore. 1983-1984.","17549"
"170","The Taste of Maryland: Art Collecting in Maryland 1800-1934","19/8/1984"," 1984","1984","The Taste of Maryland: Art Collecting in Maryland 1800-1934. The Walters Art Gallery, Baltimore. 1984.","5|767|1418|1927|3982|4216|4432|4668|5130|5780|6437|7074|7155|7158|7177|7525|7538|7699|8115|10459|10538|10681|10881|12697|12778|12913|13306|13501|13666|14245|15102|15558|15618|15688|16288|16473|16787|16950|17320|17409|18209|18881|19101|19177|20337|20880|20943|21602|21652|21684|22773|23342|23851|23974|25623|26514|26812|27210|27839|28469|28606|28991|29007|29964|30333|31653|31697|32192|32905|32939|33246|33328|33700|34143|34282|34517|37379|37641|37839|38636|39166|39217|39385|40266|40436"
"215","Ivory: The Sumptuous Art","15/1/1984"," 1983","1984","Ivory: The Sumptuous Art. The Walters Art Gallery, Baltimore. 1983-1984.","1036|2795|2858|3509|4045|5780|6150|6580|7171|7509|7873|8226|8656|8780|8897|9620|11230|14891|15153|15624|15627|17346|17493|19073|19364|20048|20344|20633|21215|22206|23291|23524|24336|24916|25072|25623|25734|25829|26562|27531|27619|29848|30605|31278|31343|31438|31653|33139|33196|33212|35053|36812|37902|39044"
"2689","Objects of Vertu: Precious Works of the Eighteenth Century","15/11/1984"," 1984","1984","Objects of Vertu: Precious Works of the Eighteenth Century. The Walters Art Gallery, Baltimore. 1984.","866|1000|1327|3888|3992|4432|4954|5924|6287|8073|9093|9814|9860|10015|11024|13660|14103|14200|14933|15225|17479|18370|19302|19305|19459|19701|20793|21055|21841|22517|25172|25842|26165|26395|26464|27098|27446|28650|28720|29546|30420|31416|31663|31848|32058|33049|33144|33587|34522|35230|35231|35594|36441|36596|39540|39810|40200|40436"
"2687","Japanese Lacquers","25/3/1984"," 1984","1984","Japanese Lacquers. The Walters Art Gallery, Baltimore. 1984.","1615|2169|2485|4265|7049|7499|9006|10740|12600|14191|14399|17311|21270|24493|26260|27992|29214|34053|34739|35090|37145|38644|38950|39413"
"2189","Designed for Use: Ancient Industrial Arts","11/9/1983"," 1983","1983","Designed for Use: Ancient Industrial Arts. The Walters Art Gallery, Baltimore. 1983.","9292|15186|16061|17489|17595|21910|22392|23368|26592|27227|34232|36375|36379|38021|39852"
"2273","Focus on Art","15/7/1983"," 1983","1983","Focus on Art. The Walters Art Gallery, Baltimore. 1983.","7962"
"2354","German 19th Century Paintings and Drawings","13/11/1983"," 1983","1983","German 19th Century Paintings and Drawings. The Walters Art Gallery, Baltimore. 1983.","254|2165|4054|7249|8519|8754|13931|19760|19806|21763|24072|33086|35058|36852|37896|38739"
"432","A Connoisseur's Portfolio: Nineteenth-century Drawings and Watercolors in the Walters Art Gallery","24/4/1983"," 1983","1983","A Connoisseur's Portfolio: Nineteenth-century Drawings and Watercolors in the Walters Art Gallery. The Walters Art Gallery, Baltimore. 1983.","61|299|941|1330|1550|2181|2306|2359|2570|2655|2667|2863|2884|3154|3184|3317|3360|3910|4457|4517|4680|5718|6325|7424|7795|7902|8101|8803|8871|8953|9004|9206|9373|9530|10023|10181|10203|10405|10515|10566|10734|10824|11004|11446|12173|12780|12852|15421|15810|15903|15944|16494|16619|17374|17872|18201|18219|18310|18773|18952|19149|19929|19948|20193|21057|21334|21891|22278|22331|22339|23040|23217|24905|25137|25746|26079|26177|26934|27156|27230|27386|27644|28499|28923|29347|29408|29882|30615|30899|31009|31440|31747|32788|33299|33428|33847|35203|35698|36011|36051|36320|36503|36517|37570|37992|38102|38476|38728|39150|39698|40034|40561"
"2517","New Light on Old Pictures: Dutch and Flemish Paintings from the Walters","1/2/1982"," 1981","1982","New Light on Old Pictures: Dutch and Flemish Paintings from the Walters. The Walters Art Gallery, Baltimore. 1981-1982.","369|1952|1961|4934|12388|12712|13900|14580|14960|16176|18119|18278|18445|22565|25018|28995|35625|36422|39102|39103|40049"
"454","3000 Years of Glass: Treasures from The Walters Art Gallery","15/9/1982"," 1982","1982","3000 Years of Glass: Treasures from The Walters Art Gallery. The Walters Art Gallery, Baltimore. 1982.","86|744|805|850|1114|1292|1458|1869|1937|1997|2065|2480|2880|2952|2962|3243|3392|3830|4645|5648|5793|5835|6053|6204|6604|6779|6987|8960|9318|9339|9789|9999|10265|10928|10939|11019|11266|12323|12728|12939|12963|13420|13501|13561|14002|14058|14247|14927|14979|15234|15636|15658|16580|16632|16876|17511|17822|17996|18721|19027|19386|19397|20081|21414|21452|21719|23172|23412|23436|24222|24630|24644|24723|25037|25219|25322|25867|26800|27486|27899|28178|28261|28796|28822|28983|29298|29914|30685|30815|30831|30908|31890|32185|32362|32528|32564|33060|33564|33701|33755|35156|35699|36117|36138|36190|36887|36982|37075|37773|37889|38153|38575|39153|39172|39843|40378|40380|40383|40815|40864"
"2164","Alfred Jacob Miller: An Artist on the Oregon Trail","30/9/1982"," 1981","1982","Alfred Jacob Miller: An Artist on the Oregon Trail. The Walters Art Gallery, Baltimore; Amon Carter Museum, Fort Worth; Buffalo Bill Historical Center, Cody. 1981-1982.","382|1242|1815|1848|4021|8366|9725|10092|10440|10584|10625|11461|11813|12364|12930|13205|13253|13431|13734|14146|14433|14850|15891|16002|17669|19749|19824|20579|20824|23227|23281|24904|25422|26147|26710|27292|27561|27565|27807|28594|28701|29226|30919|31177|31458|32624|32961|33259|34165|34203|36752|37152|37391|37643|37825|37872|37989|39256"
"2677","A Salute to the Aquarium","13/10/1981"," 1981","1981","A Salute to the Aquarium. The Walters Art Gallery, Baltimore. 1981.","385|7040|22695|25723|81695"
"338","The Drawings and Watercolors of Léon Bonvin","22/3/1981"," 1980","1981","The Drawings and Watercolors of Léon Bonvin. The Cleveland Museum of Art, Cleveland; The Walters Art Gallery, Baltimore. 1980-1981.","678|2570|3154|4193|4829|8803|9003|9684|9911|10684|11035|13540|16413|18953|19201|19929|22149|24426|26425|29313|29686|29818|34202|35336"
"2675","Hirado Porcelain","30/1/1981"," 1980","1981","Hirado Porcelain. The Walters Art Gallery, Baltimore. 1980-1981.","5690|15160|15269|15756|17524|19032|26007|30414|33393"
"2514","Masterpieces of Chinese Porcelain","11/1/1981"," 1980","1981","Masterpieces of Chinese Porcelain. The Walters Art Gallery, Baltimore. 1980-1981.","159|203|290|411|415|615|1204|1249|1309|1335|1475|1538|1541|1721|2610|2853|3057|3563|3944|4128|4300|4668|4939|5391|6067|6080|6144|6213|6665|7157|7302|8065|8605|8635|8763|9430|10114|10841|11815|12107|13568|14092|14305|14543|14797|14895|15003|15828|16231|16674|17299|18607|18729|19051|19349|19436|19533|19553|19625|20110|20712|20795|21326|22680|22783|23792|24761|24900|24956|25152|25675|26061|27524|28027|28214|28583|28624|28679|29267|29403|29748|29977|30093|30795|31496|31538|31937|32023|32041|32134|32153|32694|33029|33124|33446|34371|35251|35327|35576|35972|36075|36115|36242|36300|36987|37059|38145|38268|38280|39251|39488|39492|39554|40192|40828"
"2674","Salute to Belgium","7/9/1980"," 1980","1980","Salute to Belgium. The Walters Art Gallery, Baltimore. 1980.","238|292|575|2906|3942|4675|5171|6365|7896|7985|11636|12388|12962|13532|13900|14289|14623|15290|15439|15523|15809|17409|17708|17910|18119|20610|21111|21547|22581|23249|23727|24026|24128|24343|25137|26514|28569|33428|35806|36360|38662|39975"
"2672","Undercover Stories in Art","1/6/1980"," 1980","1980","Undercover Stories in Art. The Walters Art Gallery, Baltimore. 1980.","238|800|2349|2527|2862|3305|5409|5634|6356|7980|8526|9071|10284|10902|11783|12096|14905|15077|16541|17105|18005|18361|18971|21286|21288|22505|23866|23930|23952|24079|24918|26104|28180|30289|31025|31958|32663|39166|39308|39655"
"2513","Jewelry - Ancient to Modern","20/1/1980"," 1979","1980","Jewelry - Ancient to Modern. The Walters Art Gallery, Baltimore. 1979-1980.","11|14|185|222|324|348|396|433|434|489|578|609|612|699|720|782|824|913|964|1001|1073|1152|1169|1264|1280|1318|1374|1457|1546|1571|1573|1693|1811|1831|1909|1919|2003|2004|2075|2088|2136|2152|2510|2517|2520|2545|2550|2602|2635|2724|2800|2826|2862|2978|2995|3088|3153|3190|3262|3271|3314|3350|3380|3405|3439|3490|3497|3499|3522|3636|3685|3778|3805|3818|3932|3938|3956|3966|3982|4340|4498|4506|4539|4650|4659|4664|4706|4713|4768|4821|4924|4981|5026|5288|5299|5341|5355|5468|5489|5578|5614|5768|5886|5902|5973|5987|6038|6039|6114|6128|6194|6307|6318|6330|6355|6483|6513|6539|6950|6956|6996|6999|7044|7076|7101|7122|7154|7184|7186|7216|7225|7236|7316|7399|7479|7523|7588|7668|7680|7681|7797|7803|7831|8182|8202|8259|8282|8375|8404|8423|8540|8699|8876|8887|9043|9118|9210|9219|9302|9322|9339|9340|9396|9551|9557|9565|9606|9633|9673|9680|9864|9895|9898|9956|9977|10011|10031|10056|10184|10246|10255|10324|10460|10509|10570|10593|10602|10639|10690|10823|10985|10989|11025|11094|11096|11302|11357|11447|11456|11475|11493|11655|11727|11"
"2509","The Grand Mogul: Imperial Painting in India, 1600-1900","10/6/1979"," 1978","1979","The Grand Mogul: Imperial Painting in India, 1600-1900. The Sterling and Francine Clark Art Institute, Williamstown; The Walters Art Gallery, Baltimore; Museum of Fine Arts, Boston, Boston; Asia House Gallery, New York. 1978-1979.","17490|19465|25935|77496|77508|77509|78102"
"404","A Supple Brush: The Flowering of Continental Watercolors","22/7/1979"," 1979","1979","A Supple Brush: The Flowering of Continental Watercolors. The Walters Art Gallery, Baltimore. 1979.","941|1078|2655|2863|3184|3360|4054|4457|4756|4856|5117|5718|7759|7795|7902|8029|8334|8396|8803|8824|8871|8953|9206|9373|9747|9911|10203|10515|10824|11392|12780|12852|15018|15421|15903|15944|16489|16494|16619|17374|18201|18310|19149|20193|21334|22149|22339|22830|23040|23634|24110|24135|24905|24987|25137|25746|25878|26079|26751|27156|27230|27644|27672|27924|28923|29347|30615|31440|32486|33619|34776|35203|35698|36011|36503|36715|37570|38476|38728|39150|39698|40059|40268"
"2506","I, Claudius: Art in the Age of Julio-Claudians","22/1/1978"," 1977","1978","I, Claudius: Art in the Age of Julio-Claudians. The Walters Art Gallery, Baltimore. 1977-1978.","427|637|767|905|5650|8458|9057|16061|16127|17003|17030|19378|19655|21125|21899|23655|25713|28956|29085|31676|36209|36414|39894|40311"
"683","Splendor in Books","15/3/1978"," 1977","1978","Splendor in Books. Grolier Club, New York; The Walters Art Gallery, Baltimore. 1977-1978.","800|2644|6136|6633|7538|8054|8425|9015|9218|9802|12111|12484|13014|13018|14047|16453|16897|17493|18172|18437|18978|19068|19639|19922|20202|20814|20889|20912|21368|21475|22818|24292|24777|25935|26399|26909|27346|27347|27956|28942|29517|30027|30095|30297|30558|31025|31525|32220|33240|33671|36048|36269|37766|38593|38678|38784|39166|39217|78634"
"2507","In Search of Ancient Treasure: 40 Years of Collecting","17/4/1978"," 1978","1978","In Search of Ancient Treasure: 40 Years of Collecting. The Walters Art Gallery, Baltimore. 1978.","492|529|586|1174|1724|2152|2451|2842|3127|3589|3831|4159|6466|7078|7274|7441|7578|8958|9318|9484|9897|9982|10050|10384|11075|11639|11819|11921|12325|14148|14751|15111|15224|15780|15911|16421|16614|16620|16642|16696|16847|16900|17886|18837|19507|20024|20316|20966|21177|21615|21844|22038|22598|23408|23913|23972|24938|25247|25290|25946|26049|26585|28330|28841|28940|29041|29605|29930|30136|30212|30784|31750|32343|32349|33218|33436|34255|34307|34460|34864|35219|36094|36111|36683|37529|38041|38160|38408|38788|38799|38931|39295|40478"
"275","Netsuke: Miniature Sculpture of Japan","12/11/1978"," 1978","1978","Netsuke: Miniature Sculpture of Japan. The Walters Art Gallery, Baltimore. 1978.","47|1207|2169|2459|2485|2756|3864|4118|4443|5124|5141|5717|6126|6305|7208|7263|7713|8176|8459|8967|9579|11052|12374|12836|13711|13951|14261|14631|15221|15621|15745|17501|18025|18259|18908|19497|19880|19969|20698|22002|22999|24344|24493|24709|24961|25131|25322|26148|26164|26481|26804|28086|28355|29214|30143|31256|31375|32011|32855|33438|33966|33988|34276|35414|35859|35926|37588|37788|38067|38644|39399|39902|40169"
"2434","Alfred Stevens","19/3/1978"," 1977","1978","Alfred Stevens. The University of Michigan Museum of Art, Ann Arbor; The Walters Art Gallery, Baltimore; Montreal Museum of Fine Arts, Montréal. 1977-1978.","7896|14289|21547"
"2470","Ancient Persia: The Art of an Empire","11/6/1978"," 1978","1978","Ancient Persia: The Art of an Empire. University Art Museum, University of Texas at Austin, Austin; The Walters Art Gallery, Baltimore. 1978.","7528|9497|12778|13139|18158|20274|25330|26593|32829|33304|35075|38841"
"602","War à la Mode: Military Painting from the Forbes Collection","31/8/1977"," 1977","1977","War à la Mode: Military Painting from the Forbes Collection. The Walters Art Gallery, Baltimore. 1977.","1078|1330|2655|16986|17549|17910|19510|22922|24905|26177|28569|29347|40889"
"146","Maryland Heritage: European Art at the Time of the Revolution","20/6/1976"," 1976","1976","Maryland Heritage: European Art at the Time of the Revolution. The Walters Art Gallery, Baltimore. 1976.","2191|4799|5165|5237|7287|7292|13693|32307|36254"
"812","Greek and Roman Metalware","14/4/1976"," 1976","1976","Greek and Roman Metalware. The Walters Art Gallery, Baltimore. 1976.","2669|8266|9907|10754|14687|18154|31331|38582"
"625","Japonisme: Japanese Influence in French Art","26/1/1976"," 1975","1976","Japonisme: Japanese Influence in French Art. The Cleveland Museum of Art, Cleveland; Rutgers University Art Museum, New Brunswick; The Walters Art Gallery, Baltimore. 1975-1976.","1292|29253"
"607","Chinese Export Porcelains from Maryland Collections","25/8/1976"," 1976","1976","Chinese Export Porcelains from Maryland Collections. The Walters Art Gallery, Baltimore. 1976.","39907"
"2288","Jean-Léon Gérôme","20/5/1973"," 1972","1973","Jean-Léon Gérôme. Dayton Art Institute, Dayton; Minneapolis Institute of Art, Minneapolis; The Walters Art Gallery, Baltimore. 1972-1973.","31957|37928"
"116","Old Mistresses: Women Artists of the Past","18/6/1972"," 1972","1972","Old Mistresses: Women Artists of the Past. The Walters Art Gallery, Baltimore. 1972.","1377|9356|9874|13056|26205|29078"
"1994","World of Wonder","31/1/1972"," 1971","1972","World of Wonder. The Walters Art Gallery, Baltimore. 1971-1972.","323|369|411|433|497|774|978|1490|1506|2257|2330|2450|2617|2857|2973|3013|3261|3737|3771|3941|4192|4900|4986|5036|5360|6067|6114|6223|6280|6366|6393|6483|6831|6844|7076|7171|7175|7178|7312|7330|7448|7450|8100|8272|8496|8509|8658|8830|8897|9057|9484|9490|9513|9606|9874|9994|9997|10090|10265|10284|10324|10382|10590|10600|10732|11019|11305|11380|11531|11827|12169|12224|12527|13233|13494|13532|14181|14623|15290|15646|15654|15695|16267|16539|16596|16751|17346|18059|18225|18370|18875|18923|19505|20029|20114|20181|20404|20434|20535|20554|20966|20970|21014|21111|21202|21286|21338|21427|21600|21661|22172|22345|22695|22934|22958|23266|23356|23432|23441|23462|23519|23809|24343|24410|24737|25101|25146|25301|25418|25623|25682|25713|25867|25975|26028|26123|26137|26330|26362|26372|26837|27210|27282|27294|27341|27590|27782|27974|28156|28302|28312|28657|28894|29017|29697|29814|29849|29870|30922|31525|31558|32150|32356|32393|32908|33196|33606|33621|34026|34052|34522|34572|34941|35050|35625|35882|35964|36026|36204|36296|36452|36"
"2161","Alfred Jacob Miller","6/9/1971"," 1971","1971","Alfred Jacob Miller. The Walters Art Gallery, Baltimore. 1971.","3222|12437|12476|13253|15598|17797|17933|19434|19824|21918|25422|26487|26801|28044|28115|30919|31276|32154|37152|37643|39256"
"908","Fortuny and His Circle","15/5/1970"," 1970","1970","Fortuny and His Circle. The Walters Art Gallery, Baltimore. 1970.","941|4680|10515|16631|17251|19136|19948|19983|33812|36792"
"3158","Richard Caton Woodville","5/4/1968"," 1967","1968","Richard Caton Woodville. Corcoran Gallery of Art, Washington; The Walters Art Gallery, Baltimore; Munson-Williams-Proctor Arts Institute- Museum of Art, Utica; High Museum of Art, Atlanta; Brooklyn Museum, Brooklyn. 1967-1968.","334|20887|22135|28889|30527|33726|37791|82782"
"335","An Exhibition of the Treasures of The Walters Art Gallery","15/4/1967"," 1967","1967","An Exhibition of the Treasures of The Walters Art Gallery. The Walters Art Museum, Baltimore; Smith College Museum of Art, Northampton; Pace Wildenstein Gallery, New York. 1967.","551|1012|2181|2863|2872|4705|7902|8652|8953|9731|12251|12644|13046|15558|16494|16933|16988|17220|20152|21028|23151|23519|23952|24336|25163|28077|28840|34072|37844|38112|39843|40598"
"2365","2,000 Years of Calligraphy","16/7/1965"," 1965","1965","2,000 Years of Calligraphy. The Walters Art Gallery, Baltimore. 1965.","5178|16453|17493|19057|26706|36922"
"2064","The International Style: The Arts in Europe Around 1400","2/12/1962"," 1962","1962","The International Style: The Arts in Europe Around 1400. The Walters Art Gallery, Baltimore. 1962.","464|780|1275|1432|1458|1582|1620|1989|2770|3041|3312|3327|3621|3750|4094|5056|5068|5099|5101|5136|5301|5437|5581|6083|7398|7525|7914|8187|9704|9905|10459|10913|11121|12209|12489|13473|13576|14346|14745|14769|15369|15371|17377|17496|17745|18216|18420|18544|18640|18716|18895|19262|19364|19639|19826|20298|21163|21408|21594|21724|21790|22769|22818|23291|23655|24009|24600|24754|25661|25676|25829|26215|26370|26415|26467|26747|26919|28409|28898|28901|29144|29205|29555|29736|29848|30095|30221|31025|31065|31207|31525|32263|32474|32572|33351|33876|34105|34280|34671|35260|36136|36382|36492|37105|37166|37830|38167|38571|38593|38601|38844|39131|39189|39687|39706|39996|40815|40829"
"69","Russian Art: Icons and Decorative Arts from the Origin to the Twentieth Century","3/1/1960"," 1959","1960","Russian Art: Icons and Decorative Arts from the Origin to the Twentieth Century. The Walters Art Gallery, Baltimore. 1959-1960.","209|1254|1338|2681|3500|4308|4432|4523|5269|5632|7359|8780|9860|10196|11024|11236|11357|11849|12891|14699|16296|16958|17924|18241|20306|21423|21544|21818|23596|23879|24053|24299|24647|25066|25388|25403|25828|26390|27974|28727|30059|30558|31113|31879|32451|33914|37090|37289|40130|40760"
"2363","The Men of 1830","5/5/1957"," 1957","1957","The Men of 1830. The Walters Art Gallery, Baltimore. 1957.","19759|35281"
"558","American Drawings and Watercolors of the Nineteenth Century","18/2/1953"," 1953","1953","American Drawings and Watercolors of the Nineteenth Century. The Walters Art Gallery, Baltimore. 1953.","37605"
