"id","art1","art2","relationship1","relationship2"
"58801","13238","4475","See Also, Contextualized (Preaccession)","See Also, Contextualized (Preaccession)"
"58586","20337","77780","Book","Part of a Book"
"58579","24994","77772","Book","Part of a Book"
"58570","13014","77762","Book","Part of a Book"
"58569","13014","77761","Book","Part of a Book"
"58568","13014","77760","Book","Part of a Book"
"58567","13014","77759","Book","Part of a Book"
"58566","13014","77758","Book","Part of a Book"
"58565","13014","77757","Book","Part of a Book"
"58564","13014","77756","Book","Part of a Book"
"58559","20481","77750","Book","Part of a Book"
"58556","1528","77747","Book","Part of a Book"
"58550","36269","77741","Book","Part of a Book"
"58549","24994","77740","Book","Part of a Book"
"58548","24994","77739","Book","Part of a Book"
"58543","13014","77734","Book","Part of a Book"
"58542","19195","77733","Book","Part of a Book"
"58531","8954","77722","Book","Part of a Book"
"58530","8954","77723","Book","Part of a Book"
"58528","22125","77719","Book","Part of a Book"
"58527","22125","77718","Book","Part of a Book"
"58526","22125","77717","Book","Part of a Book"
"58525","22125","77716","Book","Part of a Book"
"58524","22125","77715","Book","Part of a Book"
"58522","3327","77712","Book","Part of a Book"
"58520","22150","77710","Book","Part of a Book"
"58519","22150","77709","Book","Part of a Book"
"58518","22150","77708","Book","Part of a Book"
"58517","22150","77707","Book","Part of a Book"
"58516","22150","77706","Book","Part of a Book"
"58515","22150","77705","Book","Part of a Book"
"58514","22150","77704","Book","Part of a Book"
"58513","22150","77703","Book","Part of a Book"
"58512","22150","77702","Book","Part of a Book"
"58511","22150","77701","Book","Part of a Book"
"58510","22150","77700","Book","Part of a Book"
"64758","5142","11808","Variation","Variation"
"58444","35337","77632","Book","Part of a Book"
"58443","35337","77631","Book","Part of a Book"
"58442","35337","77630","Book","Part of a Book"
"58441","35337","77629","Book","Part of a Book"
"58440","35337","77628","Book","Part of a Book"
"58439","936","77626","Book","Part of a Book"
"58438","936","77625","Book","Part of a Book"
"58434","40834","77621","Book","Part of a Book"
"58433","40834","77620","Book","Part of a Book"
"58432","38669","77619","Book","Part of a Book"
"58431","38669","77618","Book","Part of a Book"
"58430","38669","77617","Book","Part of a Book"
"58429","38025","77616","Book","Part of a Book"
"58428","21410","77615","Book","Part of a Book"
"58427","21410","77614","Book","Part of a Book"
"58426","21410","77613","Book","Part of a Book"
"58425","21410","77612","Book","Part of a Book"
"58424","23682","77557","Book","Part of a Book"
"58423","23682","77556","Book","Part of a Book"
"58422","23682","77555","Book","Part of a Book"
"58421","23682","77554","Book","Part of a Book"
"58420","23682","77553","Book","Part of a Book"
"58419","23682","77586","Book","Part of a Book"
"58418","23682","77585","Book","Part of a Book"
"58417","23682","77584","Book","Part of a Book"
"58416","23682","77583","Book","Part of a Book"
"58415","23682","77582","Book","Part of a Book"
"58414","23682","77581","Book","Part of a Book"
"58413","23682","77580","Book","Part of a Book"
"58412","23682","77579","Book","Part of a Book"
"58411","23682","77578","Book","Part of a Book"
"58410","23682","77577","Book","Part of a Book"
"58409","23682","77576","Book","Part of a Book"
"58408","23682","77575","Book","Part of a Book"
"58407","23682","77574","Book","Part of a Book"
"58406","23682","77573","Book","Part of a Book"
"58405","23682","77572","Book","Part of a Book"
"58404","23682","77571","Book","Part of a Book"
"58403","23682","77570","Book","Part of a Book"
"58402","23682","77569","Book","Part of a Book"
"58401","23682","77568","Book","Part of a Book"
"58400","23682","77567","Book","Part of a Book"
"58399","23682","77566","Book","Part of a Book"
"58398","23682","77565","Book","Part of a Book"
"58397","23682","77564","Book","Part of a Book"
"58396","23682","77563","Book","Part of a Book"
"58395","23682","77562","Book","Part of a Book"
"58394","23682","77561","Book","Part of a Book"
"58393","23682","77560","Book","Part of a Book"
"58392","23682","77559","Book","Part of a Book"
"58391","23682","77558","Book","Part of a Book"
"58390","23682","77523","Book","Part of a Book"
"58389","10729","77610","Book","Part of a Book"
"58388","10729","77609","Book","Part of a Book"
"58387","10729","77608","Book","Part of a Book"
"58386","10729","77607","Book","Part of a Book"
"58385","10729","77606","Book","Part of a Book"
"58384","10729","77605","Book","Part of a Book"
"58383","10729","77604","Book","Part of a Book"
"58382","10729","77603","Book","Part of a Book"
"58381","10729","77602","Book","Part of a Book"
"58380","10729","77601","Book","Part of a Book"
"58379","10729","77600","Book","Part of a Book"
"58378","10729","77599","Book","Part of a Book"
"58377","10729","77598","Book","Part of a Book"
"58376","10729","77597","Book","Part of a Book"
"58375","10729","77596","Book","Part of a Book"
"58374","10729","77595","Book","Part of a Book"
"58373","10729","77594","Book","Part of a Book"
"58372","10729","77593","Book","Part of a Book"
"58371","10729","77592","Book","Part of a Book"
"58370","10729","77591","Book","Part of a Book"
"58369","10729","77590","Book","Part of a Book"
"58368","10729","77589","Book","Part of a Book"
"58367","10729","77588","Book","Part of a Book"
"57753","30104","77509","Book","Part of a Book"
"57752","30104","77508","Book","Part of a Book"
"57751","20233","77507","Book","Part of a Book"
"57750","20233","10698","Book","Part of a Book"
"57740","25935","77499","Book","Part of a Book"
"57737","25935","77496","Book","Part of a Book"
"57388","8971","37603","Book","Part of a Book"
"57385","31958","28483","Book","Part of a Book"
"57333","6633","7782","Book","Part of a Book"
"57327","3124","36410","Book","Part of a Book"
"57326","3124","27441","Book","Part of a Book"
"57325","1528","4855","Book","Part of a Book"
"57324","1528","76635","Book","Part of a Book"
"57315","6245","23397","Book","Part of a Book"
"57314","6245","7937","Book","Part of a Book"
"57313","6245","4961","Book","Part of a Book"
"57312","6245","21949","Book","Part of a Book"
"57311","6245","24629","Book","Part of a Book"
"57297","38025","9327","Book","Part of a Book"
"57294","18970","29327","Book","Part of a Book"
"57282","8115","40470","Book","Part of a Book"
"57281","11592","18740","Book","Part of a Book"
"57280","30914","32032","Book","Part of a Book"
"57274","936","76636","Book","Part of a Book"
"57273","9336","22528","Book","Part of a Book"
"57271","38669","2830","Book","Part of a Book"
"57250","20481","26008","Book","Part of a Book"
"57248","13014","11571","Book","Part of a Book"
"57241","39190","17509","Book","Part of a Book"
"57232","13390","40016","Book","Part of a Book"
"57231","37299","77292","Book","Part of a Book"
"57180","13018","32974","Book","Part of a Book"
"57104","17553","9603","Book","Part of a Book"
"57060","36269","19219","Book","Part of a Book"
"57059","36269","18020","Book","Part of a Book"
"57058","36269","23928","Book","Part of a Book"
"57056","25556","13086","Book","Part of a Book"
"57055","25556","6722","Book","Part of a Book"
"57022","26706","27592","Book","Part of a Book"
"57018","36922","29597","Book","Part of a Book"
"57017","36922","14124","Book","Part of a Book"
"57016","36922","10678","Book","Part of a Book"
"57015","36922","31074","Book","Part of a Book"
"57014","36922","39519","Book","Part of a Book"
"57013","36922","2813","Book","Part of a Book"
"57012","36922","23890","Book","Part of a Book"
"57011","36922","15740","Book","Part of a Book"
"57010","36922","8125","Book","Part of a Book"
"57009","36922","32665","Book","Part of a Book"
"57008","36922","3129","Book","Part of a Book"
"57007","36922","5672","Book","Part of a Book"
"57006","36922","3424","Book","Part of a Book"
"57005","36922","35994","Book","Part of a Book"
"57004","36922","15542","Book","Part of a Book"
"57003","36922","17605","Book","Part of a Book"
"57002","36922","27575","Book","Part of a Book"
"56858","25319","77289","Book","Part of a Book"
"56811","14916","20157","See Also, One of a Pair","See Also, One of a Pair"
"55181","39217","587","Book","Part of a Book"
"55179","31958","17726","Book","Part of a Book"
"55178","20952","21228","Book","Part of a Book"
"55177","20952","27118","Book","Part of a Book"
"55176","20952","16026","Book","Part of a Book"
"55175","19816","29056","Book","Part of a Book"
"55174","19816","27364","Book","Part of a Book"
"55173","19816","818","Book","Part of a Book"
"55172","19816","36000","Book","Part of a Book"
"55171","19816","18682","Book","Part of a Book"
"55170","19816","14311","Book","Part of a Book"
"55169","19816","17099","Book","Part of a Book"
"55168","19816","34479","Book","Part of a Book"
"55167","19816","14497","Book","Part of a Book"
"55166","19816","36357","Book","Part of a Book"
"55067","24116","4059","Book","Part of a Book"
"55066","24116","20096","Book","Part of a Book"
"55059","24116","18629","Book","Part of a Book"
"55058","24116","14758","Book","Part of a Book"
"54922","34845","13750","Book","Part of a Book"
"54921","34845","12711","Book","Part of a Book"
"54920","34845","39544","Book","Part of a Book"
"54919","34845","24452","Book","Part of a Book"
"54918","34845","36433","Book","Part of a Book"
"54917","34845","37657","Book","Part of a Book"
"54916","34845","36439","Book","Part of a Book"
"54915","34845","210","Book","Part of a Book"
"54901","34845","26170","Book","Part of a Book"
"54900","34845","26599","Book","Part of a Book"
"54884","20337","6905","Book","Part of a Book"
"54855","19195","12332","Book","Part of a Book"
"54378","4598","3668","Book","Part of a Book"
"54377","4598","7264","Book","Part of a Book"
"54376","4598","4719","Book","Part of a Book"
"54375","4598","28446","Book","Part of a Book"
"54374","4598","33529","Book","Part of a Book"
"54373","4598","24048","Book","Part of a Book"
"54145","18978","36943","Book","Part of a Book"
"54144","18978","22463","Book","Part of a Book"
"54117","18978","26962","Book","Part of a Book"
"54116","28877","10764","Book","Part of a Book"
"54115","18978","28497","Book","Part of a Book"
"54114","28877","31534","Book","Part of a Book"
"54113","18978","13615","Book","Part of a Book"
"54112","18978","15426","Book","Part of a Book"
"54111","19922","6919","Book","Part of a Book"
"54110","28877","23820","Book","Part of a Book"
"54109","19922","3179","Book","Part of a Book"
"54108","19922","25791","Book","Part of a Book"
"54107","28877","20339","Book","Part of a Book"
"54106","19922","33326","Book","Part of a Book"
"54105","19922","2689","Book","Part of a Book"
"54104","28877","30877","Book","Part of a Book"
"54103","19922","1021","Book","Part of a Book"
"54102","19922","26050","Book","Part of a Book"
"54101","19922","12889","Book","Part of a Book"
"54100","28877","31388","Book","Part of a Book"
"54099","19922","35662","Book","Part of a Book"
"54096","23903","16949","Book","Part of a Book"
"54095","23903","21372","Book","Part of a Book"
"54094","23903","29482","Book","Part of a Book"
"54093","23903","22176","Book","Part of a Book"
"54092","23903","11515","Book","Part of a Book"
"54052","8971","37241","Book","Part of a Book"
"54050","8971","22876","Book","Part of a Book"
"54048","8971","25718","Book","Part of a Book"
"54047","8971","9668","Book","Part of a Book"
"54044","8971","40122","Book","Part of a Book"
"54034","13885","37122","Book","Part of a Book"
"54033","13885","9642","Book","Part of a Book"
"54032","13885","13954","Book","Part of a Book"
"54031","13885","29871","Book","Part of a Book"
"54030","13885","18284","Book","Part of a Book"
"54029","13885","27764","Book","Part of a Book"
"54028","13885","4373","Book","Part of a Book"
"54027","13885","22318","Book","Part of a Book"
"54026","13885","3911","Book","Part of a Book"
"54025","13885","17284","Book","Part of a Book"
"54024","13885","34127","Book","Part of a Book"
"54023","13885","21772","Book","Part of a Book"
"54022","13885","30902","Book","Part of a Book"
"54021","13885","4201","Book","Part of a Book"
"54020","13885","5910","Book","Part of a Book"
"54019","13885","25020","Book","Part of a Book"
"54018","13885","1413","Book","Part of a Book"
"54017","13885","18151","Book","Part of a Book"
"54016","13885","4596","Book","Part of a Book"
"54015","13885","34097","Book","Part of a Book"
"54014","13885","29570","Book","Part of a Book"
"54013","13885","15759","Book","Part of a Book"
"54012","13885","29829","Book","Part of a Book"
"54011","13885","12412","Book","Part of a Book"
"54010","13885","3933","Book","Part of a Book"
"54009","13885","8966","Book","Part of a Book"
"54008","13885","34665","Book","Part of a Book"
"54007","13885","8083","Book","Part of a Book"
"54006","13885","40241","Book","Part of a Book"
"53988","25626","12199","Book","Part of a Book"
"53987","25626","17083","Book","Part of a Book"
"53986","25626","21169","Book","Part of a Book"
"53985","25626","35789","Book","Part of a Book"
"53984","25626","16571","Book","Part of a Book"
"53983","25626","18505","Book","Part of a Book"
